name,description,meta_desc,website,facebook_link,ticket_link,start_date,end_date,min_price,max_price,capacity,is_free,postal_code,city,canton,coord_x,coord_y
Blue Balls Festival,"The Blue Balls Festival is an outstanding and unique Swiss music and arts festival which every year transforms the idyllic lakeside of Lucerne into a hub of creativity for 9 days and inspires some 100,000 visitors. The Blue Balls Festival presents national and international stars, newcomers and young talents at 120 events in the areas of music, art, video, film and talk. Impressions: www.blueballs.ch","The Blue Balls Festival is an outstanding and unique Swiss music and arts festival which every year transforms the idyllic lakeside of Lucerne into a hub of creativity for 9 days and inspires some 100,000...",http://blueballs.ch/,https://www.facebook.com/blueballsfestival,http://www.ticketcorner.ch/billets.html?affiliate=TCS&doc=artistPages%2Ftickets&fun=artist&action=tickets&erid=1560461&includeOnlybookable=false&x10=1&x11=blue%20balls,2016-07-22,2016-07-30,51.0,237.0,100000.0,False,6002,Lucerne,Lucerne,47.379244,8.5440307
Blues and Rock Night,"Die 10. Blues- & Rocknight vom 3. September 2016 steht dieses Jahr ganz im Zeichen des ""Chicago Blues"", unter dem Motto: ""Thusis, Bluestown for one night"". Absolutes Highlight des diesjährigen Anlasses wird ohne Zweifel der Auftritt der Bernard Allison Group sein, die 2016 mit ""In The Mix"" auf grosse European Tour geht und in der Schweiz einzig und exklusiv an der Blues & Rock Night Thusis auftreten wird!","Die 10. Blues- & Rocknight vom 3. September 2016 steht dieses Jahr ganz im Zeichen des ""Chicago Blues"", unter dem Motto: ""Thusis, Bluestown for one night"". Absolutes Highlight des diesjährigen Anlasses...",http://www.bluesandrocknight.ch/,https://www.facebook.com/BluesAndRockNight,,2016-09-03,2016-09-03,55.0,65.0,,False,7430,Thusis,Grisons,46.6835413,9.435160400000001
Blues Nights Gossau,"Die Rock & Blues Nights Gossau wird am 8./9. Juli 2016 auf dem Marktplatz in Gossau durchgeführt. Die Konzerte sind ohne Eintritt besuchbar.

Wenn lokale und regionale Rock- und Blues Band ihr Bestes geben, steht Gossau an der Rock- und Blues Night zusammen. Duzende Bar- und Verpflegungsstände sorgen für das leibliche Wohl.",Die Rock & Blues Nights Gossau wird am 8./9. Juli 2016 auf dem Marktplatz in Gossau durchgeführt. Die Konzerte sind ohne Eintritt besuchbar.  Wenn lokale und regionale Rock- und Blues Band ihr Bestes...,http://www.blues-night.ch,https://www.facebook.com/BluesNightsGossau,,2016-07-08,2016-07-09,,,,False,9400,Rorschach,SG,47.4782968,9.4924424
Blues Rules Crissier Festival,"Collé aux fondamentaux d’un folklore américain né des déracinés, des solitaires, ou des parias – souvent les trois à la fois. Le Blues Rules se fait un devoir de dénicher pour chaque édition une brochette de puristes qui, outre-atlantique, ont promenés leurs guitares de petits clubs en préaux de cahute.","Collé aux fondamentaux d’un folklore américain né des déracinés, des solitaires, ou des parias – souvent les trois à la fois. Le Blues Rules se fait un devoir de dénicher pour chaque édition...",http://www.blues-rules.com/,http://www.facebook.com/BluesRules/timeline,,2016-05-20,2016-05-21,50.0,86.0,,False,1023,Crissier,VD,46.5543892,6.5797836
Blues to Bop,"I concerti si terranno anche in caso di cattivo tempo e sono gratuiti.
Il volume dei concerti rispetta l’Ordinanza federale concernente la
protezione del pubblico delle manifestazioni dagli effetti nocivi degli
stimoli sonori.
 
Nelle buvette di Blues to Bop non vengono vendute bevande alcoliche
ai minori di 18 anni.
 
Ricordiamo che il Dicastero Integrazione e Informazione Sociale, in
collaborazione con il Gruppo Azzardo Ticino-Prevenzione (GAT-P),
sarà presente in Piazza della Riforma con uno stand dedicato alla
prevenzione contro il gioco d'azzardo patologico e proporrà un quiz e un concorso.",I concerti si terranno anche in caso di cattivo tempo e sono gratuiti. Il volume dei concerti rispetta l’Ordinanza federale concernente la protezione del pubblico delle manifestazioni dagli effetti...,http://www.bluestobop.ch/,https://www.facebook.com/bluestobop,,2016-08-25,2016-08-28,,,,False,6900,Lugano,TI,46.0176302,8.9558868
Blues'n'Jazz,"Das blues’n’jazz 2015 dürfte als eines der sonnenreichsten und überhaupt in jeder Beziehung schönsten in die Festivalgeschichte eingehen.

Fast 20 000 Zuschauerinnen haben das blues’n’jazz vom 25. bis 28. Juni in Rapperswil-Jona genossen. 25 Konzerte haben auf den drei Bühnen am Fischmarktplatz, Curtiplatz und Kapuzinerzipfel stattgefunden.
Zweimal, am Freitag und Samstag, war das Open-air ausverkauft. Der Festivalbetrieb verlief pannenfrei und es haben sich gottlob auch keine Unfälle oder unangenehmen Zwischenfälle ereignet. Das blues’n’jazz war ein friedliches Happening für Jung und Alt.
Wir danken Ihnen liebe Besucherinnen und Besucher fürs Kommen, fürs anständige Miteinander und Nebeneinander und auch für Ihre Inputs, Ihre Reaktionen, positive wie negative. Wir nehmen Ihre Feedbacks ernst, Sie helfen uns das blues’n’jazz kontinuierlich zu verbessern.
Die Festivalleitung wird sich bald zusammensetzen und das blues’n’jazz 2015 analysieren, bevor‘s dann bald schon wieder an die Vorbereitungen des nächsten blues’n’jazz gehen wird.
Dieses wird vom 23. bis 26. Juni 2016 stattfinden.",Das blues’n’jazz 2015 dürfte als eines der sonnenreichsten und überhaupt in jeder Beziehung schönsten in die Festivalgeschichte eingehen.  Fast 20 000 Zuschauerinnen haben das blues’n’jazz vom...,http://www.bluesnjazz.ch,https://www.facebook.com/bluesnjazz/,https://www.bluesnjazz.ch/,2016-06-23,2016-06-26,50.0,110.0,,False,8702,Zollikon,ZH,47.3350891,8.5782836
Bodmerfest,"Das Bodmerfest und seine Geschichte

1972 angefangen als ""Terbiner"" - Älplerfest ist das Bodmerfest mittlerweile zu einem bekannten dreitägigen Open Air-Festival herangewachsen. Was traditionell begann, wurde in den vergangenen 40 Jahren weiterentwickelt und hat nun einen festen Platz in der Oberwalliser Festival Szene.
Es ist wohl die einzigartige Atmosphäre auf 1`500 m.ü.M., die jährlich bis zu 1`500 Besucher in die ""Bodmen"" lockt. Mit der Idee, ein Unterhaltungsprogramm für Jung und Alt anzubieten, gelang es uns in den letzten Jahren ein grösseres Publikum anzusprechen.

Unsere Ambitionen

Eine Plattform für Nachwuchs-Bands","Das Bodmerfest und seine Geschichte  1972 angefangen als ""Terbiner"" - Älplerfest ist das Bodmerfest mittlerweile zu einem bekannten dreitägigen Open Air-Festival herangewachsen. Was traditionell begann,...",http://www.bodmerfest.ch/,https://www.facebook.com/bodmerfest/,,2016-07-08,2016-07-10,35.0,50.0,,False,3932,Visperterminen,VS,46.2701588,7.9091622
Bourask Festival,"C’est dans un univers post-apocalyptique que la 6ème édition du Bourask Festival vous fera voyager cette année.
Venez découvrir une programmation puissante et éclectique, se marier à un univers artistique des plus décalé.","C’est dans un univers post-apocalyptique que la 6ème édition du Bourask Festival vous fera voyager cette année. Venez découvrir une programmation puissante et éclectique, se marier à un univers...",http://bourask.ch/,,http://bourask.ch/2016/billetterie,2016-01-29,2016-01-30,20.0,30.0,,False,3960,Muraz,VS,46.291665,7.5429326999999
Brienzersee Rockfestival,Ein super Rock Festival neben dem Brienzersee.,Ein super Rock Festival neben dem Brienzersee.,http://www.brienzerseerockfestival.ch,https://www.facebook.com/brienzerseerockfestival,https://www.ticketino.com/Default.aspx?id=28&eventid=42225,2016-08-05,2016-08-07,,,,False,3855,Brienz,BE,46.7451138,8.0498614000001
Buskers Bern,"Le Buskers Bern Festival, c'est un festival axé sur les musiques de rue.","Le Buskers Bern Festival, c'est un festival axé sur les musiques de rue.",http://www.buskersbern.ch,,,2016-08-11,2016-08-13,,,,False,3012,Bern,BE,46.9587466,7.4368324
Campus Fever,"La Campus Fever est un festival Open-Air se déroulant sur une soirée. Son but est simple : permettre à tous les étudiants de se réunir pour passer un moment convivial en musique. 

L'évènement s’est durablement inscrit parmi les évènements incontournables de la vie estudiantine de Fribourg, et même ailleurs.",La Campus Fever est un festival Open-Air se déroulant sur une soirée. Son but est simple : permettre à tous les étudiants de se réunir pour passer un moment convivial en musique.   L'évènement...,http://www.campusfever.ch,https://www.facebook.com/events/1497032223879663/,http://www.campustickets.ch/,2015-06-05,2015-06-05,10.0,15.0,,False,1700,Fribourg,FR,46.7933926,7.1590784
Caprices,"Hissé à 2'200 mètres d’altitude, au bord des pistes de ski, le Caprices Festival vous offre 4 jours de fête et d'électro : Clubbing d'altitude, clubs éphémères, MDRNTY@Caprices, concerts, lives et sets font du Caprices Festival un rendez-vous incontournable de la scène électronique.","Hissé à 2'200 mètres d’altitude, au bord des pistes de ski, le Caprices Festival vous offre 4 jours de fête et d'électro : Clubbing d'altitude, clubs éphémères, MDRNTY@Caprices, concerts, lives...",http://www.caprices.ch,,,2016-04-07,2016-04-11,80.0,114.0,,False,3963,Crans-Montana,VS,46.3076194,7.47371
Caribana,"MUSIC I FOOD I LAKE <br><br>Du 07 au 11 juin 2017, vivez l'expérience du plus petit des grands festivals : because small is beautiful !<br>Aujourd'hui, Caribana c’est : le premier festival de l'été, 5 jours de festival, 700 bénévoles, 45 artistes nationaux et internationaux, 34'000 spectateurs et 2 scènes.","Un groupe d’amis décide d’organiser un événement musical sur la parcelle du port de Crans-près-Céligny. Festival d'un soir, entièrement gratuit, à l’ambiance chaude et tropicale.   Caribana...",http://www.caribana-festival.ch,https://fr-fr.facebook.com/caribana.ch/,http://www.caribana-festival.ch/billetterie,2017-06-07,2017-06-11,45.0,56.0,,False,1260,Nyon,VD,46.35959,6.2171622
Chablues Festival,"Le Chablues Festival est gratuit et ouvert à tous. 

Découvrez ou redécouvrez le blues sous toutes ses facettes le temps d'une soirée en buvant de bonnes bières et en vous gavant de raclettes et de hot-dogs. 

Que demande le peuple ?",,http://chablues.ch/,https://www.facebook.com/chablues/,http://chablues.ch/faire-un-don/,2016-08-13,2016-08-13,0.0,0.0,2000.0,True,1870,Monthey,Valais,46.2521873,6.9469598000001
Chamosound Festival,"Créé en 2012 par l’équipe du label CHAMOSOUND Records, le festival a pour but d’offrir une vitrine professionnelle aux groupes signés par le label et les faire découvrir au grand public.","Créé en 2012 par l’équipe du label CHAMOSOUND Records, le festival a pour but d’offrir une vitrine professionnelle aux groupes signés par le label et les faire découvrir au grand...",http://chamosound-festival.ch,https://www.facebook.com/chamosoundfestival,,2015-09-18,2015-09-19,14.0,28.0,,False,1955,Chamoson,VS,46.21171,7.20349
Chocolate,"Le Chocolate est un festival de musique électronique qui prend vie durant le premier week-end de juin entre les Pyramides de Vidy, au bord du lac Léman. La ville de Lausanne ne pouvait offrir plus bel écrin au meilleur de la musique électronique.

Durant l’après-midi, le festival est ouvert à toute personne ayant envie de passer un moment de détente au soleil, dans une ambiance musicale. Pour l'occasion, l'esplanade sera spécialement aménagée et divisée en plusieurs secteurs distincts: une scène et dancefloor abrités, un espace de restauration et des zones de détente ombragées.

En soirée, le public se rassemble devant la scène afin d’apprécier les performances des artistes invités avant de rejoindre le D! Club afin de profiter de l’after-party officielle qui se prolongera jusqu’au au petit matin.","Le Chocolate est un festival de musique électronique qui prend vie durant le premier week-end de juin entre les Pyramides de Vidy, au bord du lac Léman. La ville de Lausanne ne pouvait offrir plus bel...",http://www.chocolate-festival.ch,,,2016-06-03,2016-06-04,20.0,30.0,,False,1007,Lausanne,VD,46.5151161,6.6013053
Contra Openair,"Nous sommes une association fondée par un groupe de collègues qui sommes toujours allés à des petits festivals conviviales/familiales. Un jour, nous avons eu l’idée de faire la même chose dans notre région. Sitôt dit, sitôt fait! Et parce que nous avons toujours eu beaucoup de plaisir, nous en sommes déjà à la 7ème édition.

Le prix de notre festival est libre, tu peux donc décider toi-même combien le festival vaut pour toi. Tout le monde est le bienvenu, nous n’avons pas de limitation!","Nous sommes une association fondée par un groupe de collègues qui sommes toujours allés à des petits festivals conviviales/familiales. Un jour, nous avons eu l’idée de faire la même chose dans...",http://www.contra-openair.ch,,,2016-06-17,2016-06-18,0.0,0.0,,True,3213,Liebistrof,FR,46.9086594,7.19529
Corbak Festival,"Corbak Festival est organisé depuis 20 ans par un groupe d’amis qui a décidé de conjuguer l’amour de la musique et celui d’une région extrêmement dynamique, mais retirée des grands axes. Caractérisé par une structure entièrement bénévole depuis ses débuts, Corbak Festival a conquis le coeur d'un public fidèle et exigeant.","Corbak Festival est organisé depuis 20 ans par un groupe d’amis qui a décidé de conjuguer l’amour de la musique et celui d’une région extrêmement dynamique, mais retirée des grands axes....",http://www.corbak.ch,https://www.facebook.com/festivalcorbak/,http://www.corbak.ch/programme/billetstarifs/,2016-05-11,2016-05-14,10.0,65.0,,False,2405,La Chaux-du-Milieu ,NE,47.0035585,6.69835
Cully Jazz Festival,"Tous les ans, le jazz est à la fête dans le village de Cully, avec des concerts prestigieux attirant les foules.","Tous les ans, le jazz est à la fête dans le village de Cully, avec des concerts prestigieux attirant les foules.",http://www.cullyjazz.ch,https://www.facebook.com/cullyjazz,http://www.cullyjazz.ch/pratique/billetterie/,2016-04-08,2016-04-16,56.0,56.0,,False,1096,Cully,VD,46.488388,6.7306175
Dakine Festival,,,,,,,,,,,False,,,,0.0,0.0
Echoooes Festival,"En 2015, ce sont plus de 3'000 personnes qui ont découvert la première édition de Echoooes. En 2016, on revient à la patinoire de Monthey, pour deux soirées uniques en Suisse.
Nommée Under Water, cette nouvelle session va vous plonger au coeur des fonds marins. Nous vous étonnez pas si vous croisez sirènes, méduses géantes et autres créatures aquatiques.
Vendredi 29 avril, on se replonge dans les 90's, tandis que lendemain, place aux 2000's sur le dancefloor géant de plus de 3'000m², pour danser jusqu'au matin !","En 2015, ce sont plus de 3'000 personnes qui ont découvert la première édition de Echoooes. En 2016, on revient à la patinoire de Monthey, pour deux soirées uniques en Suisse. Nommée Under Water,...",http://www.echoooes.com,https://fr-fr.facebook.com/echoooesfestival/,http://www.echoooes.com/#!billets/cfvg,2016-04-29,2016-04-30,49.0,69.0,,False,1870,Monthey,VS,46.2604342,6.9620463
Electron,L'Electron Festival rassemble parmi les meilleurs noms de l'électro internationale au coeur de Genève !,L'Electron Festival rassemble parmi les meilleurs noms de l'électro internationale au coeur de Genève !,http://www.electronfestival.ch/fr,https://www.facebook.com/festivalelectron/,,2016-03-24,2016-03-27,,,,False,1219,Vernier,GE,46.21608,6.1062824000001
Electrosanne,"L’association Electrosanne, héritière du patrimoine Electrosanne, présente, en collaboration avec la Fête de la musique de Lausanne,la scène de la Place Pepinet.","L’association Electrosanne, héritière du patrimoine Electrosanne, présente, en collaboration avec la Fête de la musique de Lausanne,la scène de la Place Pepinet.",http://www.electrosanne.ch,https://www.facebook.com/Electrosanne/,,2016-06-21,2016-06-21,0.0,0.0,,True,1003,Lausanne,Vaud,46.521184,6.6323858000001
Estivale Open Air,"L'Estivale c'est avant tout un festival de musique en plein air qui a lieu chaque année depuis 25 ans à Estavayer-le-Lac.

Mais c’est aussi un festival qui : 

- se déroule sur une presqu'île dans un cadre magnifique, les pieds dans l’eau,
- propose sur 4 jours une trentaine de concerts,
- offre au public l’entrée à la soirée du 1er août,
- ne pourrait pas vivre sans ses bénévoles, son comité et son staff,
- en jette niveau ambiance,
- ne se prend pas la tête.",L'Estivale c'est avant tout un festival de musique en plein air qui a lieu chaque année depuis 25 ans à Estavayer-le-Lac.  Mais c’est aussi un festival qui :   - se déroule sur une presqu'île dans...,http://www.estivale.ch,https://www.facebook.com/Estivale-Open-Air-42982238334/,http://www.estivale.ch/index.php/fr/billets,2016-07-29,2016-08-01,33.0,54.0,,False,1470,Estavayer-le-Lac,FR,46.8504813,6.8427154999999
Etu'Sound Festival,"La 1ère édition du festival Etu'Sound aura lieu le 30 septembre 2016.
Toutes les infos sont sur http://www.etusound.ch

Etu'Sound est un festival Open-Air se déroulant sur une soirée. Son but est simple : permettre à tous les étudiants de se réunir pour passer un moment convivial en musique. L'événement s’est durablement inscrit parmi les événements incontournables de la vie estudiantine de Fribourg, et même ailleurs.

Le festival se situe sur le plateau de Pérolles à Fribourg, au cœur du campus. L’entrée est placée entre la Haute école d'ingénierie et d'architecture de Fribourg et l’Université (site Pérolles II).

Le festival dispose de 10 ans d'expérience grâce à son prédécesseur : Campus Fever.",La 1ère édition du festival Etu'Sound aura lieu le 30 septembre 2016. Toutes les infos sont sur http://www.etusound.ch  Etu'Sound est un festival Open-Air se déroulant sur une soirée. Son but est...,http://etusound.ch,https://www.facebook.com/etusound/,https://billetterie.etusound.ch/,2016-09-30,2016-09-30,12.0,18.0,4200.0,False,1700,Fribourg,FR,46.793347,7.1587250000000004
F'Estival 2015 - Histoires fantastiques,Festival durant lequel les arts se rencontrent.,Festival durant lequel les arts se rencontrent.,http://www.cmusge.ch/node/329,facebook.com/Conservatoire de Musique de Genève,,2015-08-17,2015-08-22,1.0,20.0,,False,1204,Genève,GE,46.201523,6.1438548
Faun'IC Festival,,,http://www.eskapade.ch/,https://www.facebook.com/1eskapade/,,0000-00-00,0000-00-00,,,,False,,Saignelégier,JU,0.0,0.0
Festi Musiques Moudon,"Le but de ce festival gratuit est de réunir et faire connaître, non pas un style de musique mais plutôt un éventail de musiques dites populaires ou traditionnelles.

En fondant l’Association romande des musiques populaires, (ARMP) les diverses associations romandes d’accordéons, de chorales et de fanfare se sont engagés à soutenir le festival créé en 2003.

Il existe ici comme partout dans le monde des musiques qui traduisent l’expression d’une culture, d’une langue, d’un pays ou d’une région. Elles permettent une grande liberté d’expression musicale et la jeunesse ne s’y est pas trompée, car elle est très représentée au sein des diverses formations.

Ce merveilleux outil de communication qu’est la musique engendre la fête, la bonne humeur, la connaissance et le respect entre les peuples. Elle est depuis des millénaires source de fraternité et de paix ; sa mission fondamentale doit se perpétuer pour les années à venir. Force est de constater avec satisfaction que cette tendance se renouvelle chaque année par la présence de formations pluriculturelles.","Le but de ce festival gratuit est de réunir et faire connaître, non pas un style de musique mais plutôt un éventail de musiques dites populaires ou traditionnelles.  En fondant l’Association romande...",http://www.festival-moudon.ch,,,2016-05-21,2016-05-22,0.0,0.0,,True,1510,Moudon,VD,46.66943,6.7963723
Festi'Cheyres,"Festi'Cheyres, le plus gratuit des incroyables fête ses dix ans du 7 au 10 juillet!

Deux scènes, 30 concerts, dans le cadre idyllique de la plage de Cheyres, et c'est gratuit!

Un programme éclectique, axé sur la découverte et la rencontre, avec des groupes suisses et internationaux, et des animations pour les petits! Viens danser les pieds dans l’eau avec Housse de Racket, The Chikitas, Larytta, Didier Super, The Two, Giufà, Duck Duck Grey Duck, Not Scientists, Skarbone 14, Attack Vertical, Reverend Beat-Man ou encore Les Petits Chanteurs à la Gueule de Bois !

Un cocktail à la main et de la musique plein les oreilles: bienvenus à Festi'Cheyres!!!

Infos sur www.festicheyres.ch","Un lac, un port et une plage. Quelques cris d’oiseaux, le vent dans les feuilles d’un saule et le clapotis des vagues : un havre de tranquillité et de détente qu’on nous envie jusqu’au sommet de...",http://www.festicheyres.ch/,https://www.facebook.com/festivalfesticheyres,,2016-07-07,2016-07-10,0.0,0.0,,True,1468,Cheyres,Fribourg,46.8182676,6.7818909
Festi'Neuch,"Festi’Neuch se fait l'écho des dernières nouveautés des musiques actuelles. Situé dans le cadre enchanteur des Jeunes-Rives, au bord du lac de Neuchâtel, il propose une quarantaine de concerts durant quatre jours.","Festi’Neuch se fait l'écho des dernières nouveautés des musiques actuelles. Situé dans le cadre enchanteur des Jeunes-Rives, au bord du lac de Neuchâtel, il propose une quarantaine de concerts...",http://www.festineuch.ch,https://www.facebook.com/festineuch/,,2016-06-09,2016-06-12,50.0,149.0,35000.0,False,2001,Neuchâtel,NE,46.99258,6.93722
Festiboc,Festival openair gratuit dédié à la musique blues-rock qui a lieu dans le joli cadre champêtre de la place du village de Bofflens. Des concerts et spectacles sont prévus.,Festival openair gratuit dédié à la musique blues-rock qui a lieu dans le joli cadre champêtre de la place du village de Bofflens. Des concerts et spectacles sont prévus.,,https://www.facebook.com/FestiBoc-1540597576203397/?fref=ts,,2016-06-10,2016-06-11,,,,False,1353,Bofflens,Vaud,46.7044655,6.4993742
FestiGO Festival,"La genèse de FestiGO résulte de l’enthousiasme des Suisses pour les festivals et du dynamisme des organisateurs de ces événements désormais incontournables. En effet, une multitude de festivals prolifèrent aux quatres coins du pays. Ce véritable microcosme en plein expansion compte de nombreux acteurs ayant chacun leurs spécificités. Unique en son genre, la plateforme FestiGO est à la fois application de géo-référencement, réseau social et support de communication.","La genèse de FestiGO résulte de l’enthousiasme des Suisses pour les festivals et du dynamisme des organisateurs de ces événements désormais incontournables. En effet, une multitude de festivals...",https://www.festigo.ch,https://www.facebook.com/festigo.ch/,,2016-05-15,2016-05-15,20.0,50.0,10000.0,False,1110,Morges,VD,46.519326,6.5094716
Festimixx,,,,,,,,,,,False,,,,0.0,0.0
"Festival 1, 2, 3 Soleil","Festival regroupant enfants et adultes, composé de musique, contes, magie, théâtre, cirque, cinéma, ateliers et jeux . Il fait l'objet d' une journée dédiée à la lutte contre la maltraitance envers les enfants.","Festival regroupant enfants et adultes, composé de musique, contes, magie, théâtre, cirque, cinéma, ateliers et jeux . Il fait l'objet d' une journée dédiée à la lutte contre la maltraitance...",http://festival123soleil.ch,https://fr-fr.facebook.com/pages/Festival-123-Soleil-%C3%80-Beaulieu/493343734031836,,2012-11-11,2012-11-11,0.0,50.0,,False,1004,Lausanne,VD,46.5296089,6.6229958
Festival Amadeus,"Créée en 1987, l'Association Amadeus se charge tous les deux ans de l'organisation du Festival Amadeus genevois d'une durée de dix jours qui combine jazz et musique traditionnelle.","Créée en 1987, l'Association Amadeus se charge tous les deux ans de l'organisation du Festival Amadeus genevois d'une durée de dix jours qui combine jazz et musique traditionnelle.",http://www.festival-amadeus.ch,https://www.facebook.com/Festival-Amadeus-111581029012055/,http://www.festival-amadeus.ch/2015/billetterie.php,2015-08-28,2015-09-12,15.0,40.0,,False,1252,Meinier,GE,46.2361827,6.2230599
Festival Celtique,"Danse avec le Loup est un festival celtique organisé par la Confrérie du Loup depuis le mois de juin 1997 à Corbeyrier.

Depuis plus de quinze ans nous avons eu à cœur de faire découvrir à notre publique de nombreux groupes et artistes celtiques, ainsi que de les plonger le temps d'un week-end dans une ambiance festive et amicale à l'aide des animations, stands, bars, spécialités culinaires celtes, etc.",Danse avec le Loup est un festival celtique organisé par la Confrérie du Loup depuis le mois de juin 1997 à Corbeyrier.  Depuis plus de quinze ans nous avons eu à cœur de faire découvrir à notre...,http://www.festival-corbeyrier.ch/,https://www.facebook.com/events/426765234164653/,,2016-06-24,2016-06-25,28.0,33.0,,False,1856,Corbeyrier,VD,46.3704969,6.9773458999999995
Festival Country,"L’ambiance Country est agrémentée par un village Western, par de nombreuses animations et stands de nourriture dans le thème du Western et du Country.","L’ambiance Country est agrémentée par un village Western, par de nombreuses animations et stands de nourriture dans le thème du Western et du Country.",http://www.festivalcountry.ch,,,2016-06-30,2016-07-02,0.0,0.0,,True,1022,Chavannes-près-Renens,VD,46.5263077,6.5720836
Festival de la Cité,"Trois valeurs fondamentales caractérisent le Festival de la Cité Lausanne :

- Son ambition artistique, soit la mise sur pied de créations et de projets inédits, l’accueil de spectacles et de concerts simguliers ou exclusifs
- L’invitation à la découverte, au partage, à l’ouverture sur de nouveaux horizons
- Un projet culturel, convivial et festif, fédérateur

Le Festival de la Cité Lausanne offre gratuitement au public une diversité artistique unique: du théâtre, de la danse et de la performance, de la musique classique, jazz et des sonorités actuelles, des spectacles jeune public, du cirque,, de la littérature, des arts visuels et plastiques, des projets d’architecture...","Trois valeurs fondamentales caractérisent le Festival de la Cité Lausanne :  - Son ambition artistique, soit la mise sur pied de créations et de projets inédits, l’accueil de spectacles et de...",http://festivalcite.ch,https://fr-fr.facebook.com/Festival-de-la-Cit%C3%A9-Lausanne-135535829850878/,,2016-07-05,2016-07-10,0.0,0.0,,True,1001,Lausanne,VD,46.5242223,6.6365304
Festival de la Guitare,"De guitare à Sitar, découvrez la guitare sous toutes ses formes! 
Le festival international de la Guitare de Fribourg offre chaque année un programme varié pour tous les goûts. Ethno, classique, expérimental, flamenco ou folk? Laissez-vous entrainer!","De guitare à Sitar, découvrez la guitare sous toutes ses formes!  Le festival international de la Guitare de Fribourg offre chaque année un programme varié pour tous les goûts. Ethno, classique,...",http://www.fribourgtourisme.ch/fr/festival-guitare-fribourg.html,,,0000-00-00,0000-00-00,,,,False,1700,Fribourg,FR,46.8038234,7.1686265
Festival de la Terre,"Le Festival de la Terre est avant tout une belle histoire d’engagement humain. Organisé par l’association Festival de la Terre et NiceFuture, est monté par une équipe de huit bénévoles à plein temps sur 6 mois. Un comité d’une vingtaine de personnes actives toute l’année et environ 200 bénévoles sur le festival lui donnent vie pour que le résultat final soit un succès","Le Festival de la Terre est avant tout une belle histoire d’engagement humain. Organisé par l’association Festival de la Terre et NiceFuture, est monté par une équipe de huit bénévoles à plein...",http://www.festivaldelaterre.ch,https://www.facebook.com/Festivaldelaterre/timeline?ref=page_internal,,2014-06-13,2014-06-15,0.0,22.0,,False,1003,Lausanne,VD,46.520246,6.6253
Festival des 5 Continents,"Depuis sa création en 1994, le Festival des 5 Continents est devenu l’événement culturel et socio-culturel incontournable de la Ville de Martigny. Grâce à une programmation de musiques du monde de haut vol, le festival propose deux jours de concerts gratuits avec des musiciens exceptionnels ainsi qu’une vaste palette d’activités culturelles telles théâtre, danses du monde et expositions. Le Vivre Ensemble et la convivialité sont à l’honneur.","Depuis sa création en 1994, le Festival des 5 Continents est devenu l’événement culturel et socio-culturel incontournable de la Ville de Martigny. Grâce à une programmation de musiques du monde de...",http://www.5continents.ch,https://fr-fr.facebook.com/JourneesDesCinqContinentsBenevoles/photos/a.472878206127258.1073741825.310108849070862/474775315937547/,,2016-06-17,2016-06-18,0.0,0.0,,True,1920,Martigny,VS,46.1017385,7.0719072
Festival des Gouttes,"Les Gouttes Festival prend place à La Sagne dans le canton de Neuchâtel. Festival de musique folklorique, l'ambiance chaleureuse est chaque année au rendez-vous.","Les Gouttes Festival prend place à La Sagne dans le canton de Neuchâtel. Festival de musique folklorique, l'ambiance chaleureuse est chaque année au rendez-vous.",http://festival-des-gouttes.ch/,https://www.facebook.com/FestivalDesGouttes/timeline?ref=page_internal,http://festival-des-gouttes.ch/billetterie/,2016-06-24,2016-06-26,30.0,52.0,,False,2314,La Sagne,NE,47.0289041,6.8031255999999
Festival du Gibloux,"Le festival est implanté dans un endroit magique, situé en pleine nature. Devenu peu à peu l'âme de ce rendez-vous, la préservation du lieu a droit à une attention particulière.

Une des préoccupations majeures de l'organisation reste la convivialité. L'accueil des groupes et des festivaliers est particulièrement privilégié et ceci constitue un atout fort du festival.

Le respect de l'environnement, l'écologie, la sécurité et la prévention sont des priorités.
Le festival reste aussi un tremplin pour les groupes et artistes régionaux, vocation qu'il n'a jamais abandonnée depuis le début.","Le festival est implanté dans un endroit magique, situé en pleine nature. Devenu peu à peu l'âme de ce rendez-vous, la préservation du lieu a droit à une attention particulière.  Une des...",http://www.festivaldugibloux.ch,https://www.facebook.com/Festival-du-Gibloux-485494891521663/,,2015-07-02,2015-07-04,0.0,0.0,,True,1726,Farvagny,FR,46.7289702,7.06423
Festival du Lombric,L'Association du Lombric s’est donnée pour but premier d’organiser dans la région d’Yverdon-les-Bains une manifestation culturelle sous la forme d’un festival respectueux de l'environnement et accessible à tous.,L'Association du Lombric s’est donnée pour but premier d’organiser dans la région d’Yverdon-les-Bains une manifestation culturelle sous la forme d’un festival respectueux de l'environnement et...,http://festival-du-lombric.ch/,,,2014-08-12,2014-08-13,0.0,10.0,,False,1429,Giez,VD,46.8142735,6.6124005
Festival Ephemere,Le festival Ephemere se déroule sur les Côtes de Montbenon à Lausanne.,Le festival Ephemere se déroule sur les Côtes de Montbenon à Lausanne.,http://festival-ephemere.ch/,https://fr-fr.facebook.com/ephemerefestival,,2015-01-23,2015-02-14,15.0,25.0,,False,1003,Lausanne,VD,46.5213936,6.6252441
